股票代码,股票名称,板块名称
002152,广电运通,国企改革
600587,新华医疗,国企改革
601225,陕西煤业,国企改革
002430,杭氧股份,国企改革
688247,宣泰医药,国企改革
000831,中国稀土,国企改革
600161,天坛生物,国企改革
600839,四川长虹,国企改革
688295,中复神鹰,国企改革
002643,万润股份,国企改革
600058,五矿发展,国企改革
601789,宁波建工,国企改革
002880,卫光生物,国企改革
300722,新余国科,国企改革
300342,天银机电,国企改革
830946,森萱医药,国企改革
000721,西安饮食,国企改革
002222,福晶科技,国企改革
600198,大唐电信,国企改革
600850,电科数字,国企改革
600259,广晟有色,国企改革
601900,南方传媒,国企改革
601928,凤凰传媒,国企改革
301339,通行宝,国企改革
688568,中科星图,国企改革
600345,长江通信,国企改革
603169,兰石重装,国企改革
688009,中国通号,国企改革
002112,三变科技,国企改革
300962,中金辐照,国企改革
301311,昆船智能,国企改革
600206,有研新材,国企改革
000951,中国重汽,国企改革
603888,新华网,国企改革
300030,阳普医疗,国企改革
300317,珈伟新能,国企改革
600761,安徽合力,国企改革
600831,广电网络,国企改革
603230,内蒙新华,国企改革
000066,中国长城,国企改革
000682,东方电子,国企改革
002276,万马股份,国企改革
300470,中密控股,国企改革
301020,密封科技,国企改革
600118,中国卫星,国企改革
688165,埃夫特,国企改革
300294,博雅生物,国企改革
600827,百联股份,国企改革
603909,建发合诚,国企改革
000338,潍柴动力,国企改革
000409,云鼎科技,国企改革
002313,*ST日海,国企改革
600754,锦江酒店,国企改革
603066,音飞储存,国企改革
002967,广电计量,国企改革
300080,易成新能,国企改革
600482,中国动力,国企改革
000713,丰乐种业,国企改革
300457,赢合科技,国企改革
600111,北方稀土,国企改革
600325,华发股份,国企改革
600706,曲江文旅,国企改革
605577,龙版传媒,国企改革
000524,岭南控股,国企改革
000733,振华科技,国企改革
002232,启明信息,国企改革
300981,中红医疗,国企改革
300455,康拓红外,国企改革
600054,黄山旅游,国企改革
600422,昆药集团,国企改革
600559,老白干酒,国企改革
600560,金自天正,国企改革
601098,中南传媒,国企改革
002100,天康生物,国企改革
002778,中晟高科,国企改革
600348,华阳股份,国企改革
600834,申通地铁,国企改革
600860,京城股份,国企改革
601236,红塔证券,国企改革
603860,中公高科,国企改革
002332,仙琚制药,国企改革
300388,节能国祯,国企改革
600771,广誉远,国企改革
600927,永安期货,国企改革
600985,淮北矿业,国企改革
601952,苏垦农发,国企改革
600406,国电南瑞,国企改革
688189,南新制药,国企改革
000701,厦门信达,国企改革
300289,利德曼,国企改革
600004,白云机场,国企改革
600063,皖维高新,国企改革
600640,国脉文化,国企改革
600738,丽尚国潮,国企改革
603000,人民网,国企改革
603213,镇洋发展,国企改革
002393,力生制药,国企改革
300486,东杰智能,国企改革
600136,ST明诚,国企改革
600160,巨化股份,国企改革
000860,顺鑫农业,国企改革
000948,南天信息,国企改革
002507,涪陵榨菜,国企改革
002911,佛燃能源,国企改革
600459,贵研铂业,国企改革
000061,农产品,国企改革
000151,中成股份,国企改革
000657,中钨高新,国企改革
002396,星网锐捷,国企改革
002552,宝鼎科技,国企改革
600313,农发种业,国企改革
600562,国睿科技,国企改革
601028,玉龙股份,国企改革
000430,张家界,国企改革
000521,长虹美菱,国企改革
002059,云南旅游,国企改革
002205,国统股份,国企改革
002598,山东章鼓,国企改革
002789,建艺集团,国企改革
300831,派瑞股份,国企改革
600229,城市传媒,国企改革
600415,小商品城,国企改革
600458,时代新材,国企改革
600598,北大荒,国企改革
600855,航天长峰,国企改革
600968,海油发展,国企改革
000404,长虹华意,国企改革
000809,ST新城,国企改革
000859,国风新材,国企改革
000862,银星能源,国企改革
002935,天奥电子,国企改革
300026,红日药业,国企改革
600267,海正药业,国企改革
600546,山煤国际,国企改革
600593,大连圣亚,国企改革
600956,新天绿能,国企改革
601990,南京证券,国企改革
001219,青岛食品,国企改革
300426,唐德影视,国企改革
300516,久之洋,国企改革
688779,长远锂科,国企改革
835640,富士达,国企改革
000819,岳阳兴长,国企改革
001208,华菱线缆,国企改革
002051,中工国际,国企改革
002125,湘潭电化,国企改革
002186,全聚德,国企改革
002217,合力泰,国企改革
002238,天威视讯,国企改革
002544,普天科技,国企改革
002669,康达新材,国企改革
300208,青岛中程,国企改革
300290,荣科科技,国企改革
600230,沧州大化,国企改革
600305,恒顺醋业,国企改革
600359,新农开发,国企改革
600435,北方导航,国企改革
600575,淮河能源,国企改革
600826,兰生股份,国企改革
601001,晋控煤业,国企改革
688151,华强科技,国企改革
688660,电气风电,国企改革
000028,国药一致,国企改革
000823,超声电子,国企改革
000969,安泰科技,国企改革
002092,中泰化学,国企改革
002183,怡亚通,国企改革
002349,精华制药,国企改革
002848,高斯贝尔,国企改革
300053,欧比特,国企改革
300402,宝色股份,国企改革
300540,蜀道装备,国企改革
300675,建科院,国企改革
600113,浙江东日,国企改革
600392,盛和资源,国企改革
600624,复旦复华,国企改革
601198,东兴证券,国企改革
601801,皖新传媒,国企改革
603648,畅联股份,国企改革
603977,国泰集团,国企改革
000852,石化机械,国企改革
000888,峨眉山A,国企改革
000990,诚志股份,国企改革
002461,珠江啤酒,国企改革
002644,佛慈制药,国企改革
003039,顺控发展,国企改革
300004,南风股份,国企改革
300173,福能东方,国企改革
300534,陇神戎发,国企改革
301238,瑞泰新材,国企改革
600103,青山纸业,国企改革
600158,中体产业,国企改革
600301,南化股份,国企改革
600354,敦煌种业,国企改革
600468,百利电气,国企改革
600601,*ST方科,国企改革
600619,海立股份,国企改革
600833,第一医药,国企改革
603053,成都燃气,国企改革
603088,宁波精达,国企改革
603318,水发燃气,国企改革
000428,华天酒店,国企改革
000505,京粮控股,国企改革
000551,创元科技,国企改革
000837,秦川机床,国企改革
000912,泸天化,国企改革
000978,桂林旅游,国企改革
002069,ST獐子岛,国企改革
002400,省广集团,国企改革
002419,天虹股份,国企改革
002449,国星光电,国企改革
002481,双塔食品,国企改革
002761,浙江建投,国企改革
300110,华仁药业,国企改革
300410,正业科技,国企改革
300466,赛摩智能,国企改革
600203,福日电子,国企改革
600218,全柴动力,国企改革
600251,冠农股份,国企改革
600387,海越能源,国企改革
600479,千金药业,国企改革
600502,安徽建工,国企改革
600597,光明乳业,国企改革
600715,文投控股,国企改革
600846,同济科技,国企改革
600894,广日股份,国企改革
600918,中泰证券,国企改革
601298,青岛港,国企改革
601766,中国中车,国企改革
601881,中国银河,国企改革
603099,长白山,国企改革
603689,皖天然气,国企改革
000025,特力A,国企改革
000410,*ST沈机,国企改革
000420,吉林化纤,国企改革
000421,南京公用,国企改革
000813,德展健康,国企改革
000970,中科三环,国企改革
000987,越秀资本,国企改革
002097,山河智能,国企改革
002101,广东鸿图,国企改革
002490,山东墨龙,国企改革
002642,荣联科技,国企改革
002678,珠江钢琴,国企改革
002820,桂发祥,国企改革
300072,海新能科,国企改革
300091,金通灵,国企改革
300185,通裕重工,国企改革
300219,鸿利智汇,国企改革
300237,美晨生态,国企改革
300323,华灿光电,国企改革
300523,辰安科技,国企改革
301038,深水规院,国企改革
600018,上港集团,国企改革
600127,金健米业,国企改革
600195,中牧股份,国企改革
600312,平高电气,国企改革
600455,博通股份,国企改革
600515,海南机场,国企改革
600572,康恩贝,国企改革
600784,鲁银投资,国企改革
600835,上海机电,国企改革
600959,江苏有线,国企改革
600961,株冶集团,国企改革
601022,宁波远洋,国企改革
601118,海南橡胶,国企改革
601177,杭齿前进,国企改革
601228,广州港,国企改革
601921,浙版传媒,国企改革
601968,宝钢包装,国企改革
605599,菜百股份,国企改革
688707,振华新材,国企改革
000402,金融街,国企改革
000509,华塑控股,国企改革
000561,烽火电子,国企改革
000566,海南海药,国企改革
000570,苏常柴A,国企改革
000652,泰达股份,国企改革
000728,国元证券,国企改革
000920,沃顿科技,国企改革
002102,ST冠福,国企改革
002200,ST交投,国企改革
002204,大连重工,国企改革
002267,陕天然气,国企改革
002268,电科网安,国企改革
002310,东方园林,国企改革
002523,天桥起重,国企改革
002580,圣阳股份,国企改革
002673,西部证券,国企改革
002717,岭南股份,国企改革
002926,华西证券,国企改革
002939,长城证券,国企改革
300266,兴源环境,国企改革
300321,同大股份,国企改革
300328,宜安科技,国企改革
300330,*ST计通,国企改革
300569,天能重工,国企改革
300772,运达股份,国企改革
301090,华润材料,国企改革
430418,苏轴股份,国企改革
430489,佳先股份,国企改革
600025,华能水电,国企改革
600061,国投资本,国企改革
600108,亚盛集团,国企改革
600120,浙江东方,国企改革
600169,太原重工,国企改革
600170,上海建工,国企改革
600250,南纺股份,国企改革
600316,洪都航空,国企改革
600333,长春燃气,国企改革
600403,大有能源,国企改革
600621,华鑫股份,国企改革
600653,申华控股,国企改革
600757,长江传媒,国企改革
600790,轻纺城,国企改革
600793,宜宾纸业,国企改革
600858,银座股份,国企改革
600881,亚泰集团,国企改革
601019,山东出版,国企改革
601162,天风证券,国企改革
601607,上海医药,国企改革
601699,潞安环能,国企改革
601798,蓝科高新,国企改革
601880,辽港股份,国企改革
601929,吉视传媒,国企改革
688569,铁科轨道,国企改革
000068,华控赛格,国企改革
000488,晨鸣纸业,国企改革
000536,华映科技,国企改革
000563,陕国投A,国企改革
000599,青岛双星,国企改革
000727,冠捷科技,国企改革
000737,北方铜业,国企改革
000750,国海证券,国企改革
000801,四川九洲,国企改革
000829,天音控股,国企改革
000850,华茂股份,国企改革
000869,张裕A,国企改革
000903,云内动力,国企改革
000937,冀中能源,国企改革
002021,ST中捷,国企改革
002061,浙江交科,国企改革
002676,顺威股份,国企改革
300006,莱美药业,国企改革
300076,GQY视讯,国企改革
300160,秀强股份,国企改革
300469,信息发展,国企改革
600022,山东钢铁,国企改革
600123,兰花科创,国企改革
600239,ST云城,国企改革
600252,中恒集团,国企改革
600268,国电南自,国企改革
600299,安迪苏,国企改革
600307,酒钢宏兴,国企改革
600480,凌云股份,国企改革
600608,ST沪科,国企改革
600658,电子城,国企改革
600692,亚通股份,国企改革
600698,湖南天雁,国企改革
600736,苏州高新,国企改革
600746,江苏索普,国企改革
600775,南京熊猫,国企改革
600789,鲁抗医药,国企改革
600820,隧道股份,国企改革
600917,重庆燃气,国企改革
600929,雪天盐业,国企改革
600935,华塑股份,国企改革
600980,北矿科技,国企改革
600982,宁波能源,国企改革
601375,中原证券,国企改革
601949,中国出版,国企改革
603327,福蓉科技,国企改革
688538,和辉光电,国企改革
688571,杭华股份,国企改革
836892,广咨国际,国企改革
000008,神州高铁,国企改革
000166,申万宏源,国企改革
000558,莱茵体育,国企改革
000617,中油资本,国企改革
000720,新能泰山,国企改革
000758,中色股份,国企改革
000761,本钢板材,国企改革
000883,湖北能源,国企改革
000972,ST中基,国企改革
002068,黑猫股份,国企改革
002263,大东南,国企改革
002344,海宁皮城,国企改革
002445,中南文化,国企改革
002470,ST金正,国企改革
002573,清新环境,国企改革
002627,三峡旅游,国企改革
002692,ST远程,国企改革
002721,金一文化,国企改革
300087,荃银高科,国企改革
300284,苏交科,国企改革
300510,金冠股份,国企改革
301136,招标股份,国企改革
301167,建研设计,国企改革
301289,国缆检测,国企改革
600010,包钢股份,国企改革
600023,浙能电力,国企改革
600057,厦门象屿,国企改革
600104,上汽集团,国企改革
600138,中青旅,国企改革
600255,鑫科材料,国企改革
600287,江苏舜天,国企改革
600332,白云山,国企改革
600369,西南证券,国企改革
600395,盘江股份,国企改革
600396,金山股份,国企改革
600397,安源煤业,国企改革
600540,新赛股份,国企改革
600578,京能电力,国企改革
600592,龙溪股份,国企改革
600626,申达股份,国企改革
600629,华建集团,国企改革
600667,太极实业,国企改革
600705,中航产融,国企改革
600712,南宁百货,国企改革
600726,*ST华源,国企改革
600742,一汽富维,国企改革
600743,华远地产,国企改革
600814,杭州解百,国企改革
600864,哈投股份,国企改革
600906,财达证券,国企改革
600909,华安证券,国企改革
600936,广西广电,国企改革
600981,汇鸿集团,国企改革
600990,四创电子,国企改革
601005,重庆钢铁,国企改革
601016,节能风电,国企改革
601018,宁波港,国企改革
601158,重庆水务,国企改革
601399,国机重装,国企改革
601456,国联证券,国企改革
601555,东吴证券,国企改革
601666,平煤股份,国企改革
601816,京沪高铁,国企改革
601866,中远海发,国企改革
601992,金隅集团,国企改革
